PROJECTNAME,TRIP_CODE,SAMPLEDATELOCAL,SAMPLEDEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
NRS,KAI20110718,2011-07-19 09:15:00,20,0.048,0,0.075,0.007,,0,0,0.008,0,0.055,0.074,0.016,0,0.034,0.007,0.118,0,0,0.02,0,0.006,0.023,0,0.011,0.083,0,0,0,0,0.129,0.129,0.067,0.635,0.702,0,0,0,0,,,0.038,0,1,
NRS,MAI20090421,2009-04-21 13:55:00,20,0.059,0,0.095,0,,0.058,0,0.01,0,0.028,0.044,0.032,0,0.057,0.025,0.097,0.004,0,0.016,0,0,0.05,0,0.004,0.028,0.003,0,0,0,0.267,0.267,0.006,0.685,0.691,0,0,0,0,,,0.019,0,0,Dewer 2/5/2010 - mil527 process_date estimated - trip date +30 days
NRS,MAI20110118,2011-01-19 11:50:00,20,0.28,0,0.404,0,,0.098,0,0.136,0.082,0.079,0.545,0.071,0,0.221,0.051,0.386,0,0,0.105,0,0.018,0.11,0,0.018,0.034,0.005,0,0,0,0.715,0.715,0,2.752,2.752,0,0.011,0,0,,,0.124,0,1,
NRS,MAI20121017,2012-10-18 12:05:00,85,0.054,0,0.098,0,,0.095,0.141,0,0,0.006,0.307,0.003,0,0.011,0,0.012,0,0,0.024,0,0,0.004,0,0,0,0,0,0,0,0.029,0.029,0,0.664,0.664,0,0,0.122,0,,,0.019,0,1,
NRS,ROT20091222,2009-12-22 10:30:00,WC,0.019,0,0.026,0,,0,0,0.006,0,0.014,0.05,0.003,0,0.005,0.004,0.045,0,0,0.019,0,0,0.008,0,0,0.022,0,0,0,0,0.019,0.019,0,0.209,0.209,0,0,0,0,,,0.011,0,2,volumes in mix unequal
NRS,ROT20100617,2010-06-17 15:30:00,20,0.034,0,0.036,0,,0,0,0,0,0.035,0.048,0.011,0,0.018,0.005,0.083,0.013,0,0.013,0,0,0.016,0,0,0.039,0,0,0,0,0.084,0.084,0.012,0.4,0.412,0,0,0,0,,,0.023,0,1,
NRS,ROT20131001,2013-10-01 13:05:00,40,0.042,0,0.057,0,,0.012,0,0.007,0,0.03,0.071,0.008,0,0.021,0.006,0.062,0,0,0.022,0,0.002,0.012,0,0.003,0.011,0,0,0,0,0.075,0.075,0,0.387,0.387,0,0,0,0,,,0.015,0,1,
NRS,MAI20120524,2012-05-24 14:20:00,85,0.018,0,0.048,0.002,,0,0,0.01,0,0.029,0.027,0.013,0,0.025,0.006,0.057,0,0,0.007,0,0,0.023,0,0,0.012,0.003,0,0,0,0.112,0.112,0,0.384,0.384,0,0,0,0,,,0.019,0,2,WQM  time estimate
NRS,ESP20090917,2009-09-17 11:40:00,50,0.024,0,0.036,0,,0,0,0.011,0,0.027,0.05,0.008,0,0.02,0.004,0.046,0,0,0.02,0,0.004,0.012,0,0.007,0.008,0,0,0,0,0.055,0.055,0,0.291,0.291,0,0,0,0,,,0.01,0,0,
NRS,ROT20130125,2013-01-25 11:15:00,20,0.023,0,0.055,0,,0.02,0.044,0,0,0.004,0.109,0,0,0,0.002,0.018,0,0,0.016,0,0,0,0,0.003,0.05,0,0,0,0,0.011,0.011,0.007,0.386,0.393,0,0,0,0,,,0.018,0,1,
NRS,ROT20131001,2013-10-01 13:05:00,20,0.054,0,0.073,0,,0.036,0,0.017,0,0.035,0.059,0.011,0,0.026,0.009,0.092,0,0,0.031,0,0.004,0.02,0,0.004,0.017,0,0,0,0,0.091,0.091,0,0.459,0.459,0,0,0,0,,,0.016,0,1,
NRS,YON20100119,2010-01-19 11:40:00,26,0,0,0.007,0,,0,0,0,0,0.007,0.009,0,0,0,0,0.017,0,0,0.007,0,0,0,0,0,0.121,0,0,0,0.014,0,0.014,0.089,0.11,0.199,0,0,0,0,,,0.024,0,1,
NRS,YON20111027,2011-10-27 14:15:00,8,0,0,0.008,0,,0,0,0,0,0.008,0.008,0,0,0,0,0.016,0,0,0.008,0,0,0,0,0,0.069,0,0,0,0,0,0,0.029,0.081,0.11,0,0,0,0,,,0.012,0,2,WC time used
NRS,YON20120726,2012-07-26 11:48:00,26,0.019,0,0.016,0,,0,0,0,0,0.007,0.016,0,0,0,0,0.022,0,0,0.003,0,0,0,0,0,0.028,0,0,0,0,0.012,0.012,0.005,0.165,0.17,0,0,0,0,,,0.009,0,1,
NRS,YON20130808,2013-08-13 11:13:00,26,0.01,0,0.012,0,,0.006,0,0,0,0.007,0.013,0,0,0,0.001,0.025,0,0,0.007,0,0,0,0,0,0.069,0,0,0,0,0.009,0.009,0.03,0.133,0.163,0,0,0,0,,,0.014,0,1,
NRS,KAI20100419,2010-04-20 07:00:00,WC,0.013,0,0.017,0,,0,0,0.007,0,0.01,0.013,0.003,0,0.007,0,0.022,0,0,0.003,0,0,0,0,0,0.015,0,0,0,0,0.033,0.033,0,0.152,0.152,0,0,0,0,,,0,0,2,station start time used
NRS,ESP20110120,2011-01-20 09:55:00,40,0.048,0,0.053,0,,0.013,0,0.012,0,0.043,0.07,0.009,0,0.025,0.007,0.069,0,0,0.018,0,0.005,0.01,0,0.005,0.039,0,0,0,0,0.085,0.085,0.034,0.431,0.465,0,0,0,0,,,0.02,0,1,
NRS,MAI20110118,2011-01-19 12:10:00,WC,0.101,0,0.144,0,,0.032,0,0.05,0,0.025,0.195,0.038,0,0.115,0.022,0.139,0,0,0.045,0,0.008,0.039,0,0.003,0.046,0,0,0,0,0.359,0.359,0,1.205,1.205,0,0.005,0,0,,,0.052,0,1,
NRS,MAI20120326,2012-03-27 12:00:00,20,0.055,0,0.049,0,,0.018,0,0.008,0,0.051,0.024,0.005,0,0.01,0.004,0.137,0,0,0.028,0,0,0.003,0,0,0.042,0,0,0,0,0.055,0.055,0.03,0.335,0.365,0,0,0,0,,,0.019,0,1,
NRS,MAI20120326,2012-03-27 12:00:00,82,0.013,0,0.009,0,,0.01,0,0,0,0.012,0.019,0,0,0.004,0,0.011,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0.062,0.062,0,0,0,0,,,0.003,0,1,
NRS,MAI20130129,2013-01-30 11:19:00,20,0.237,0,0.28,0,,0.026,0,0.033,0,0.061,0.204,0.032,0,0.113,0.031,0.408,0,0,0.125,0,0.014,0.076,0,0.01,0.022,0,0,0,0,0.295,0.295,0,1.757,1.757,0,0,0,0,,,0.069,0,2,used CTD soak time
NRS,ROT20100416,2010-04-16 09:59:00,20,0.023,0,0.038,0,,0,0,0,0,0.019,0.016,0.002,0,0.004,0,0.047,0,0,0.006,0,0,0.004,0,0,0.015,0,0,0,0,0.021,0.021,0.007,0.158,0.165,0,0,0,0,,,0.002,0,1,
NRS,KAI20150224,2015-02-25 09:40:00,0,0.02,0,0.03,0,,0.035,0,0.009,0,0.013,0.042,0.002,0,0.005,0.004,0.031,0.004,0,0.02,0,0.002,0.001,0,0.005,0.04,0,0,0,0,0.014,0.014,0.012,0.216,0.228,0,0,0,0,,,0.013,0,0,
NRS,MAI20150421,2015-04-21 11:48:00,85,0.05,0,0.069,0,,0.022,0,0.031,0,0.026,0.071,0.006,0,0.017,0.003,0.101,0.004,0,0.015,0,0,0.024,0,0,0.003,0,0,0,0,0.059,0.059,0,0.459,0.459,0,0,0,0,,,0.012,0,0,
NRS,PHB20150330,2015-03-31 00:00:00,0,0.019,0,0.026,0,,0.006,0,0.005,0,0.023,0.019,0.001,0,0,0.002,0.04,0.003,0,0.009,0,0,0,0,0,0.071,0,0,0,0.011,0.015,0.026,0.097,0.164,0.261,0,0,0,0,,,0.023,0,0,
NRS,KAI20150629,2015-06-30 09:10:00,0,0.05,0,0.06,0,,0,0,0,0,0.047,0.033,0.014,0,0.032,0.007,0.109,0.002,0,0.012,0,0.006,0.019,0,0.004,0.035,0,0,0,0,0.137,0.137,0.039,0.553,0.592,0,0,0,0,,,0.026,0,0,
NRS,ROT20121126,2012-11-26 11:37:00,WC,0.03,0,0.04,0,,0.007,0,0.006,0,0.025,0.05,0.005,0,0.011,0.006,0.046,0,0,0.022,0,0.002,0.007,0,0.004,0.022,0,0,0,0,0.043,0.043,0.018,0.246,0.264,0,0,0,0,,,0.011,0,1,
NRS,ROT20130517,2013-05-17 11:16:00,20,0.037,0,0.05,0,,0.011,0,0.008,0,0.018,0.058,0.01,0,0.025,0.012,0.046,0.005,0,0.023,0,0.004,0.018,0,0.004,0.038,0.007,0,0,0,0.092,0.092,0.014,0.439,0.453,0,0,0,0,,,0.019,0,1,
NRS,ROT20120329,2012-03-29 10:35:00,20,0.056,0,0.07,0,,0.046,0,0.008,0,0.038,0.085,0.008,0,0.011,0.006,0.135,0.005,0,0.045,0,0.002,0.019,0,0.007,0.089,0,0,0,0,0.049,0.049,0.036,0.541,0.577,0,0,0.065,0,,,0.035,0,1,
NRS,NSI20120912,2012-09-12 10:55:00,20,0.018,0,0.02,0,,0.024,0,0,0,0.007,0.034,0,0,0,0,0.018,0,0,0.006,0,0,0,0,0,0.008,0,0,0,0,0.007,0.007,0,0.097,0.097,0,0,0,0,,,0.003,0,1, Vacuum pump failed – flapper valve broke
NRS,NIN20110501,2011-05-01 09:15:00,WC,0.008,0,0.025,0,,0.016,0,0.008,0.124,0.018,0.051,0.003,0,0.007,0.003,0.048,0.007,0,0.01,0,0,0.004,0,0,0.093,0,0,0,0.004,0.038,0.042,0.059,0.342,0.401,0,0,0,0,,,0.038,0,1,
NRS,NIN20121107,2012-11-07 12:47:00,40,0.017,0,0.03,0,,0,0,0.01,0,0.027,0.023,0,0,0.004,0,0.026,0,0,0.006,0,0,0,0,0,0.01,0,0,0,0.016,0.03,0.046,0.03,0.136,0.166,0,0,0,0,,,0.004,0,1,
NRS,PHB20110517,2011-05-18 09:40:00,WC,0.056,0,0.076,0,,0.012,0.047,0.009,0,0.055,0.053,0.019,0,0.04,0.015,0.093,0,0,0.022,0,0.006,0.029,0,0.003,0.046,0.013,0,0,0,0.156,0.156,0.023,0.601,0.624,0,0.004,0,0,,,0.034,0,2,station start time used
NRS,PHB20111206,2011-12-07 09:45:00,25,0.015,0,0.018,0.004,,0,0,0.009,0,0.009,0.021,0.004,0,0.007,0.002,0.037,0,0,0.008,0,0,0,0,0,0.03,0,0,0,0,0.029,0.029,0.009,0.161,0.17,0,0,0,0,,,0.012,0,1,
NRS,KAI20090114,2009-01-15 08:10:00,20,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample lost at Flinders
NRS,KAI20091115,2009-11-16 08:40:00,40,0,0,0.005,0,,0,0,0,0,0,0.006,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.009,0.009,0.006,0.076,0.082,0,0,0,0,,,0,0,4,volume not recorded
NRS,KAI20091215,2009-12-15 09:15:00,90,0,0,0.007,0,,0,0,0,0,0.01,0.012,0.002,0,0.004,0,0.011,0,0,0.002,0,0,0,0,0,0.007,0,0,0,0,0.013,0.013,0.005,0.079,0.084,0,0,0,0,,,0,0,4,volume not recorded
NRS,KAI20110718,2011-07-19 09:15:00,WC,0.031,0,0.048,0.005,,0,0,0.006,0,0.039,0.05,0.008,0,0.02,0.003,0.079,0,0,0.011,0,0.002,0.014,0,0.006,0.04,0,0,0,0,0.083,0.083,0.036,0.412,0.448,0,0,0,0,,,0.02,0,2,WQM time used
NRS,ESP20100629,2010-06-29 11:15:00,40,0.048,0,0,0.096,,0,0,0.022,0,0.053,0.068,0.012,0,0.017,0.007,0.11,0.013,0,0.029,0,0.006,0.022,0,0.005,0.016,0,0,0,0,0.087,0.087,0,0.462,0.462,0,0,0,0,,,0.02,0,0,
NRS,NSI20101018,2010-10-18 10:00:00,WC,0.009,0,0,0.017,,0,0,0,0,0.015,0.038,0.002,0,0.005,0,0.029,0,0,0.006,0,0,0,0,0,0.06,0,0,0,0,0.029,0.029,0.014,0.211,0.225,0,0,0,0,,,0.014,0,2,station start time used
NRS,NSI20101115,2010-11-16 09:30:00,WC,0,0,0,0.007,,0,0,0,0,0.008,0.01,0.004,0,0.004,0,0.02,0.004,0,0.006,0,0,0,0,0,0.069,0.003,0,0,0,0.027,0.027,0.031,0.119,0.15,0,0,0,0,,,0.015,0,2,station start time used
NRS,PHB20130915,2013-09-16 11:10:00,WC,0.079,0,0.156,0.039,,0,0.077,0.012,0,0.009,0.343,0.003,0,0.012,0.002,0.038,0,0,0.036,0,0,0.007,0,0,0,0,0,0,0,0.036,0.036,0,1.045,1.045,0,0,0.183,0,,,0.024,0,1,
NRS,KAI20111115,2011-11-15 11:30:00,20,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample not taken (WQM out)
NRS,MAI20090820,2009-08-20 13:30:00,80,0.019,0,0.019,0.003,,0,0,0,0,0.016,0.036,0.005,0,0.011,0.002,0.023,0,0,0.006,0,0,0.004,0,0,0.008,0,0,0,0,0.04,0.04,0,0.176,0.176,0,0,0,0,,,0.008,0,1,
NRS,KAI20141201,2014-12-02 07:20:00,WC,0.033,0,0.034,0,,0,0,0.013,0,0.027,0.023,0.004,0,0.01,0.003,0.079,0.004,0,0.012,0,0,0,0,0.005,0.014,0.002,0,0,0,0.037,0.037,0.012,0.263,0.275,0,0,0,0,,,0.009,0,1,
NRS,NSI20130913,2013-09-13 10:50:00,57,0.013,0,0,0,,0,0,0,0,0.004,0.029,0.002,0,0,0,0.015,0,0,0.004,0,0,0,0,0,0.017,0.004,0,0,0,0.017,0.017,0.012,0.151,0.163,0,0,0,0,,,0.006,0,0,
NRS,DAR20120729_2230,2012-07-30 08:00:00,22,0.025,0,0.051,0.022,,0,0,0,0,0,0.171,0,0,0.021,0,0.027,0,0,0.019,0,0,0,0,0,0.09,0,0,0,0,0.067,0.067,0,0.645,0.645,0,0,0,0,,,0.043,0,0,
NRS,YON20100119,2010-01-19 11:24:00,WC,0,0,0.007,0,,0,0,0,0,0.006,0.011,0,0,0,0,0.018,0,0,0.007,0,0,0,0,0,0.124,0,0,0,0,0,0,0.089,0.132,0.221,0,0,0,0,,,0.024,0,1,
NRS,DAR20150316,2015-03-17 09:17:00,0,0,0,0.051,0.025,,0,0,0,0,0,0.146,0.01,0,0.022,0.012,0.008,0,0,0.016,0,0.031,0,0,0,0.167,0,0,0,0,0.069,0.069,0,0.776,0.776,0,0,0,0,,,0.054,0,1,
NRS,DAR20150316,2015-03-17 09:17:00,WC,0,0,0.095,0.053,,0,0,0,0,0,0.428,0.014,0,0.034,0.01,0.009,0,0,0.036,0,0.028,0,0,0,0.098,0,0,0,0,0.097,0.097,0,1.286,1.286,0,0,0,0,,,0.066,0,1,
NRS,NSI20130326,2013-03-26 11:45:00,20,0.008,0,0,0,,0.016,0,0.005,0,0.003,0.042,0.008,0,0.004,0.003,0.007,0.004,0,0.006,0,0.004,0.005,0,0,0.064,0.018,0,0,0,0.037,0.037,0,0.282,0.282,0,0,0,0,,,0.013,0,1,
NRS,YON20090909,2009-09-09 11:50:00,26,0.013,0,0.019,0,,0,0,0,0,0.008,0.044,0,0,0,0,0.029,0,0,0.015,0,0,0,0,0,0.054,0,0,0,0,0,0,0.028,0.166,0.194,0,0,0,0,,,0.015,0,1,
NRS,YON20110527,2011-05-27 11:22:00,26,0.019,0,0.02,0,,0.016,0,0,0,0.013,0.034,0.003,0,0.005,0.003,0.037,0.007,0,0.012,0,0,0.004,0,0,0.069,0,0,0,0,0.023,0.023,0,0.23,0.23,0,0,0,0,,,0.018,0,1,
NRS,NIN20120827,2012-08-27 08:45:00,WC,0.051,0,0.052,0,,0.009,0,0.007,0,0.044,0.032,0.005,0,0.009,0.003,0.085,0.005,0,0.013,0,0,0.004,0,0,0.086,0,0,0,0.019,0.046,0.065,0.13,0.328,0.458,0,0,0,0,,,0.034,0,1,
NRS,NIN20130209,2013-02-09 10:15:00,40,0.027,0,0.039,0,,0.019,0,0.013,0,0.011,0.063,0.003,0,0.006,0.003,0.037,0.009,0,0.011,0,0,0.004,0,0,0.053,0,0,0,0,0.03,0.03,0.028,0.278,0.306,0,0,0,0,,,0.02,0,1,
NRS,DAR20140403,2014-04-04 08:48:00,6,0.036,0,0.091,0.045,,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0.031,0,0,0.01,0,0,0.062,0,0,0,0,0.058,0.058,0,0.842,0.842,0,0,0,0,,,0.04,0,1,
NRS,KAI20140507,2014-05-07 18:05:00,100,0.022,0,0.019,0.003,,0,0,0,0,0.017,0.027,0.004,0,0.01,0.002,0.028,0,0,0.004,0,0,0.005,0,0,0.006,0,0,0,0,0.035,0.035,0.008,0.141,0.149,0,0,0,0,,,0.006,0,1,
NRS,KAI20140122,2014-01-22 15:25:00,WC,0.054,0,0.071,0.008,,0,0,0.02,0,0.053,0.047,0.009,0,0.023,0.005,0.073,0.004,0,0.018,0,0.007,0.01,0,0.009,0.01,0,0,0,0,0.074,0.074,0.002,0.426,0.428,0,0,0,0,,,0.013,0,1,
NRS,MAI20100505,2010-05-05 12:00:00,20,0,0,0.035,0,,0,0,0,0,0.023,0.089,0.015,0,0.032,0.01,0.08,0,0,0.017,0,0,0.028,0,0,0.009,0,0,0,0,0.08,0.08,0,0.521,0.521,0,0,0,0,,,0.013,0,1,
NRS,MAI20100505,2010-05-05 12:00:00,80,0.005,0,0.034,0,,0,0,0.007,0,0.019,0.09,0.012,0,0.024,0.007,0.07,0,0,0.015,0,0,0.027,0,0,0.006,0,0,0,0,0.082,0.082,0,0.475,0.475,0,0,0,0,,,0.019,0,1,
NRS,NSI20140507,2014-05-07 11:20:00,WC,0.029,0,0.043,0,,0.005,0,0.004,0,0.051,0.027,0.004,0,0.005,0.001,0.073,0,0,0.012,0,0,0,0,0.002,0.042,0,0,0,0.022,0.037,0.059,0.066,0.283,0.349,0,0,0,0,,,0.023,0,0,
NRS,PHB20140120,2014-01-21 09:45:00,25,0.129,0,0.203,0,,0.232,0,0.014,0,0.06,0.535,0.013,0,0.025,0.009,0.061,0.008,0,0.067,0,0.004,0.006,0,0.007,0.052,0.007,0,0,0,0.14,0.14,0.04,1.283,1.323,0,0,0.172,0,,,0.039,0,0,
NRS,MAI20140915,2014-09-16 10:45:00,20,0.104,0,0.215,0,,0.376,0.059,0.019,0,0.021,0.469,0.007,0,0.017,0.004,0.104,0.012,0.049,0,0,0,0.011,0,0.003,0.004,0,0,0,0,0.052,0.052,0,0.927,0.927,0,0,0,0,,,0.03,0,0,
NRS,YON20131015,2013-10-15 13:10:00,WC,0.019,0,0.024,0.005,,0,0,0.005,0,0.009,0.032,0.002,0,0.003,0.003,0.027,0.004,0,0.01,0,0,0,0,0,0.102,0,0,0,0.015,0.016,0.031,0.103,0.207,0.31,0,0,0,0,,,0.032,0,0,
NRS,KAI20130827,2013-08-28 08:55:00,WC,0.03,0,0.038,0.004,,0,0,0.008,0,0.024,0.026,0.006,0,0.014,0.004,0.051,,0,0.01,0,0.004,0.011,0,0.007,0.047,0,0,0,0,0.059,0.059,0.045,0.283,0.328,0,0,0,0,,,0.018,0,0,
NRS,ROT20131122,2013-11-22 10:26:00,WC,0.016,0,0.026,0,,0.008,0,0.011,0,0.007,0.024,0.003,0,0.007,0.001,0.033,0.003,0,0.019,0,0.003,0.007,0,0.006,0.018,0,0,0,0,0.022,0.022,0.007,0.163,0.17,0,0,0,0,,,0.007,0,0,
NRS,PHB20131020,2013-10-21 09:13:00,25,0.083,0,0.153,0,,0.034,0,0.017,0,0.026,0.289,0.007,0,0.016,0.005,0.096,,0,0.035,0,0,0.012,0,0,0.02,0,0,0,0,0.064,0.064,0,0.965,0.965,0,0,0,0,,,0.029,0,0,
NRS,PHB20131202,2013-12-03 09:30:00,WC,0.031,0,0.035,0.006,,0,0,0.007,0,0.033,0.025,0.008,0,0.014,0.009,0.042,,0,0.015,0,0,0,0,0,0.031,0.008,0,0,0,0.058,0.058,0.019,0.238,0.257,0,0,0,0,,,0.014,0,0,
NRS,ESP20120612,2012-06-12 10:22:00,WC,0.081,0,0.106,0,,0.017,0,0,0,0.058,0.084,0.015,0,0.029,0.014,0.13,0.005,0,0.036,0,0.003,0.026,0,0.003,0.018,0.004,0,0,0,0.131,0.131,0,0.715,0.715,0,0,0,0,,,0.025,0,1,
NRS,MAI20090907,2009-09-07 13:25:00,80,0.017,0,0.019,0.007,,0,0,0,0,0.011,0.065,0.004,0,0.012,0.003,0.02,0,0,0.008,0,0,0.003,0,0,0.005,0,0,0,0,0.037,0.037,0,0.253,0.253,0,0,0,0,,,0.007,0,1,
NRS,MAI20120820,2012-08-20 11:15:00,WC,0.028,0,0.053,0.009,,0,0,0.009,0,0.021,0.046,0.013,0,0.027,0.008,0.053,0,0,0.011,0,0,0.012,0,0,0.01,0,0,0,0,0.108,0.108,0,0.441,0.441,0,0,0,0,,,0.013,0,1,
NRS,MAI20130821,2013-08-21 13:00:00,85,0.035,0,0.04,0,,0.007,0,0.005,0,0.032,0.061,0.006,0,0.016,0.005,0.052,0,0,0.014,0,0,0.007,0,0,0.005,0,0,0,0,0.058,0.058,0,0.323,0.323,0,0,0,0,,,0.01,0,2,WC time used
NRS,NSI20120229,2012-03-01 10:30:00,57,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,,,0,0,1,
NRS,NSI20130418,2013-04-18 10:55:00,20,0.005,0,0.01,0,,0,0,0,0,0.006,0.004,0,0,0,0,0.015,0,0,0.005,0,0,0,0,0,0.044,0,0,0,0.004,0.004,0.008,0.039,0.056,0.095,0,0,0,0,,,0.008,0,1,
NRS,YON20110414,2011-04-14 12:45:00,WC,0.039,0,0.044,0,,0.027,0,0,0,0.008,0.131,0.004,0,0.012,0.002,0.04,0,0,0.016,0,0,0.003,0,0,0.07,0,0,0,0,0.037,0.037,0,0.399,0.399,0,0,0,0,,,0.024,0,1,
NRS,YON20110616,2011-06-16 12:20:00,26,0.011,0,0.01,0,,0.006,0,0,0,0.009,0.013,0,0,0,0.002,0.026,0,0,0.009,0,0,0,0,0,0.045,0,0,0,0,0.01,0.01,0.008,0.125,0.133,0,0,0,0,,,0.01,0,1,
NRS,YON20110908,2011-09-08 11:47:00,26,0.018,0,0.025,0,,0.019,0,0.005,0,0.015,0.033,0.003,0,0.004,0.004,0.052,0,0,0.012,0,0,0,0,0,0.099,0,0,0,0,0.022,0.022,0.055,0.297,0.352,0,0,0,0,,,0.03,0,1,
NRS,YON20120918,2012-09-18 11:54:00,26,0.016,0,0.032,0,,0.012,0,0,0,0.018,0.041,0,0,0,0.003,0.026,0,0,0.016,0,0,0,0,0,0.065,0,0,0,0.005,0.008,0.013,0.045,0.168,0.213,0,0,0,0,,,0.015,0,1,
NRS,PHB20110717,2011-07-18 09:38:00,WC,0.06,0,0.087,0,,0.045,0.054,0.007,0,0.03,0.224,0.012,0,0.02,0.006,0.077,0,0,0.032,0,0,0.033,0,0,0.013,0,0,0,0,0.074,0.074,0,0.775,0.775,0,0,0,0,,,0.03,0,2,station start time used
NRS,PHB20120212,2012-02-13 10:03:00,WC,0.009,0,0.017,0.005,,0.017,0.034,0,0,0,0.036,0.003,0,0.009,0.001,0.008,0,0,0.003,0,0,0.003,0,0,0.046,0.004,0,0,0,0.049,0.049,0,0.246,0.246,0,0,0.061,0,,,0.01,0,2,used station start time
NRS,PHB20150518,2015-05-19 09:17:00,15,0.09,0,0.184,0,,0.096,0,0.033,0,0.042,0.158,0.037,0,0.088,0.027,0.121,0.008,0,0.035,0,0,0.087,0,0,0.027,0.004,0,0,0,0.308,0.308,0,1.227,1.227,0,0,0,0,,,0.046,0,0,
NRS,MAI20150811,2015-08-12 10:10:00,WC,0.025,0,0.048,0,,0.018,0,0,0,0.041,0.084,0.009,0,0.023,0.008,0.081,0,0,0.026,0,0.003,0.008,0,0.002,0.006,0,0,0,0,0.068,0.068,0,0.452,0.452,0,0,0,0,,,0.012,0,0,
NRS,ROT20150319,2015-03-19 12:00:00,40,0.032,0,0.041,0,,0.006,0,0.008,0,0.037,0.053,0.008,0,0.013,0.004,0.056,0.007,0,0.017,0,0.003,0.007,0,0.002,0.033,0,0,0,0,0.055,0.055,0.029,0.318,0.347,0,0,0,0,,,0.02,0,0,
NRS,PHB20150225,2015-02-26 09:23:00,15,0.049,0,0.047,0,,0.062,0,0.008,0,0.021,0.085,0.007,0,0.007,0.007,0.064,0.002,0,0.017,0,0.003,0.003,0,0.002,0.032,0.008,0,0,0,0.031,0.031,0.013,0.284,0.297,0,0,0,0,,,0.016,0,0,
NRS,KAI20150408,2015-04-09 08:00:00,0,0.014,0,0.021,0,,0,0,0.003,0,0.027,0.009,0.001,0,0.002,0.001,0.043,0.002,0,0.007,0,0,0,0,0,0.046,0,0,0,0.007,0.017,0.024,0.077,0.131,0.208,0,0,0,0,,,0.016,0,0,
NRS,YON20150224,2015-02-24 11:13:00,26,0.014,0,0.019,0,,0.019,0,0,0,0.009,0.025,0.002,0,0.004,0.003,0.025,0.006,0,0.007,0,0.001,0,0,0,0.095,0,0,0,0,0.026,0.026,0.029,0.283,0.312,0,0,0,0,,,0.023,0,0,
NRS,KAI20150629,2015-06-30 09:10:00,100,0.022,0,0.03,0,,0,0,0,0,0.03,0.035,0.005,0,0.018,0.002,0.057,0.002,0,0.006,0,0,0.005,0,0,0.01,0,0,0,0,0.053,0.053,0.008,0.273,0.281,0,0,0,0,,,0.012,0,0,
NRS,YON20151027,2015-10-27 10:55:00,1,0.003,0,0.008,0,,0.008,0,0,0,0.004,0.008,0,0,0,0.001,0.012,0,0,0.008,0,0,0,0,0.001,0.064,0,0,0,0,0.005,0.005,0.038,0.081,0.119,0,0,0,0,,,0.01,0,0,
NRS,YON20151027,2015-10-27 10:50:00,WC,0.007,0,0.013,0,,0.012,0,0,0,0.008,0.014,0,0,0,0.002,0.019,0,0,0.007,0,0,0,0,0,0.067,0,0,0,0,0.006,0.006,0.036,0.091,0.127,0,0,0,0,,,0.012,0,0,
NRS,DAR20151117,2015-11-18 08:53:00,19,0.023,0,0.064,0,,0.068,0,0.028,0,0,0.258,0.004,0,0.015,0.005,0.017,0,0,0.024,0,0,0.018,0,0,0.125,0,0,0,0,0.061,0.061,0,0.85,0.85,0,0,0,0,,,0.055,0,0,
NRS,YON20150825,2015-08-25 01:11:00,26,0.005,0,0.014,0,,0.009,0,0,0,0.007,0.01,0.002,0,0.005,0.004,0.016,0,0,0.007,0,0,0,0,0,0.079,0,0,0,0.003,0.017,0.02,0.063,0.112,0.175,0,0,0,0,,,0.015,0,0,
NRS,PHB20160615,2016-06-15 10:20:00,20,0.065,0,0.055,0,,0.061,0,0.009,0,0.031,0.113,0.006,0,0.011,0.005,0.052,0,0,0.016,0,0,0.009,0,0,0.017,0.002,0,0,0,0.046,0.046,0.018,0.391,0.409,0,0,0,0,,,0.015,0,0,
NRS,YON20160725,2016-07-25 11:03:00,1,0.006,0,0.008,0,,0,0,0,0,0.009,0.009,0,0,0,0.002,0.017,0,0,0.012,0,0,0,0,0.001,0.05,0,0,0,0,0.004,0.004,0.03,0.103,0.133,0,0,0,0,,,0.012,0,0,
